字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求
电信王卡优选版，多款主流APP免费流量等你来！,http://www.baidu.com/baidu.php?url=a00000jCx3p_KaPSJoBVLaF3QAQJyFP3Ai7MljBTDhWPA99CRK_pFlphNrIUY7onIqRq9H-SNAJBgdbOff5jyQVkyOrQHHxkNV7egFAfUTdZ8Ec5T18Qy1FZdwKmezajZHygpUEl4Hsxd89g1MpLtvt1a_x6dnrajZjPUoOWnUQCtsZ2StTHrcncK7q8J8PCAt-FsYY81KYALrY4SacoOrKbtzrm.Db_iT5-x-tJqhOb6vsf8YOFPK-qZML9IGY88xfYmhn-Xi1Fuub_lpthHIk__LNeJS5Zx_e5ZGvImphmCbYyQe8WCCoDkqgHmP2s1f_un-XSVf0.U1Yk0ZDqz5v4SoQxsVHH1_SL0Zfqd_xDLQpC1Oc0pyYqPH030ATq0ZNG5fKspyfqnfKWpyfqn1bs0AdY5HDvPHDd0AFW5HD0pvbqn0K-pyfq0AFG5fKVm1Y0TgKGujYs0Z7Wpyfqn0KzuLw9u1Ys0AqvUjY1nj0snjDVn-t1n1f4nadbX-t1PjfsnBdbX-t1rjRkPzdbX-tYPjf4nzdbX-tYPjbvPzYz0A7B5HKxn0K-ThTqn0KsTjYs0A4vTjYsQW0snj0snj0s0AdYTjY0uAwETjY0ThCqn0K1XWY0IZN15HR3P16krHmknjTYrjbvrjcYPWc0ThNkIjYkPH6znjDsrj0zrHbz0ZPGujYsPAc4nyczuyczm1FBnj0k0ZK85Hf0ULnqP0KVIZ-suHYkPfK9uZw4TARqnH6L0A7YTA-b5H00mLKGujYknj0k0ZK_pyfqnj0snfKWpA-b5fK9TZKvUWY0IA735fKVIZnqnHmdnHR0UvPsm1Ykc10Wnansc10Wnan1ranWc1D8nj0sc1D8nj0scznWnansc1D8nj0Wcznsc10Wnansc10Wnansc1bdc10Wnansc1D8nj0Wni3snj0Wni3snj0Wna3snj0Wna3snj0Wna3snj0Wni3snansc10Wnansc1D8nj0sc10Wnanscznsc10Wn0KsIjYLP1D0TAq1pgwGUv3qn0KsULPGIA-EU-qWpA78uvNxThN9Tvq85H00ULFGgvdY5HDvPHDd0AdYgLKY5H00myPWIjY0uAPWujY0uAPzTjY0uANvIZ0q0ZP85fKsThqb5fKEmLKWgvk9m-q1IA7YIgnqn0KEmLKWgvP_pyPo5H0Wnansc10Wnansc1D8nj0sc1D8nj0s0AuYXgK-5H00myw1U-q15H00myw1U-qGT1Y0mhd_5H00Uy7WPHY0UvDq0A7bmv_qn0K_IjYs0ZPW5H00Ih-buyqGujY0mhN1UjYs0A-1uAsqn0KEUAw_5H00TZFEuv7bIWYs0A71XHYs0A7bTZTqnHDYn0K9uZKC5HmYn0KGTL0qTLC0pZP_u1Ys0jDqn00z5f015f0Y5f0d5H00PWYs0jTqn0035H00rHY0TZFEudqYT1YknHDzP1cdrj04rHc4nH63rjcvr0KsThqMgLK15HDknW0vrHnsnj01njn3nHDdPjbs0ZKzUvIxIAbqn0KsThqMgLKG5fKsmvbqn0K1ph6qnWRd0AFdIA7M5H00UhNY5H00mLFW5Hm1P1mk,,,,,,,,
要给老人买保险吗？90岁以内的意外险保费200元/年-300,https://tieba.baidu.com/p/6368529379,1,"
            12-5        ",,,,,,
有需要了解寿险的吗，针对老年人的,https://tieba.baidu.com/p/5924969522,0,"
            10-24        ",,,,,,
买保险 平安福2018全面升级护佑全家,https://tieba.baidu.com/p/5834724387,1,"
            8-15        ",,,,,,
天安保险怎么样？值不值得买呢,https://tieba.baidu.com/p/5862788554,17,"
            9-14        ",,,,,,
买保险咨询曾经做过保险的朋友靠谱吗？,https://tieba.baidu.com/p/6169158160,5,"
            11-9        ",,,,,,
我是一名售险业务员，有需要买保险，或者有保险疑问的都可以找我,https://tieba.baidu.com/p/6359419120,1,"
            12-8        ",,,,,,
轻松暖保保采用的区块链技术有啥好处？,https://tieba.baidu.com/p/5993023266,9,"
            12-30        ",,,,,,
若决定不买保险时，请问一问自己，当发生意外或是疾病来临时，谁,https://tieba.baidu.com/p/6320878361,3,"
            11-2        ",,,,,,
平安福的中肯建议：选购重疾险应注意以下几点,https://tieba.baidu.com/p/5794473428,0,"
            7-14        ",,,,,,
富通保险为何深得人心？,https://tieba.baidu.com/p/6270195476,0,"
            9-24        ",,,,,,
大白智能定寿，让爱与责任换另一种方式存在,https://tieba.baidu.com/p/6001613727,8,"
            1-16        ",,,,,,
想给一家人买保险，坐标大连，要求可以在本地投保！,https://tieba.baidu.com/p/5369596573,44,"
            12-11        ",,,,,,
年底了各大保险公司开门红开起，那个最有优势？,https://tieba.baidu.com/p/6379427183,3,"
            12-11        ",,,,,,
女人买什么保险好？,https://tieba.baidu.com/p/5711051596,48,"
            10-8        ",,,,,,
少儿保险如何组合搭配？,https://tieba.baidu.com/p/6286562067,0,"
            10-6        ",,,,,,
我去你妈的大傻逼删帖子,https://tieba.baidu.com/p/4780449223,1,"
            7-11        ",,,,,,
九月一号开学季，针对宝宝的活动,https://tieba.baidu.com/p/5862761036,6,"
            8-31        ",,,,,,
选择微民保险上的重疾险时有什么需要注意的？,https://tieba.baidu.com/p/6302676024,2,"
            10-19        ",,,,,,
为什么生日前要规划保险？像我们知道的重疾险，医疗险，寿险以及,https://tieba.baidu.com/p/6351463186,0,"
            11-21        ",,,,,,
水滴保险商城帮你解密为孩子购置保险要注意什么？,https://tieba.baidu.com/p/6207015441,2,"
            7-27        ",,,,,,
想找一份性价比高的商业保险,https://tieba.baidu.com/p/5821321136,46,"
            11-5        ",,,,,,
有没有想买保险的啊？可以私聊我,https://tieba.baidu.com/p/6305240790,0,"
            10-21        ",,,,,,
啦啦啦，可以睡懒觉公司app签到都可以随时随地签到！,https://tieba.baidu.com/p/6389486114,0,"
            12-12        ",,,,,,
保险新人报道哈尔滨平安售后,https://tieba.baidu.com/p/4660182510,1,"
            12-12        ",,,,,,
想给宝宝👶🏻买个保险，不知道哪个适合#保险#,https://tieba.baidu.com/p/6366338364,6,"
            12-12        ",,,,,,
浙江湖州中国平安人寿保险！欢迎各位咨询保险疑问,https://tieba.baidu.com/p/4425509497,1,"
            12-12        ",,,,,,
想给孩子买一份保险，有什么推荐的吗？,https://tieba.baidu.com/p/6017690858,13,"
            3-26        ",,,,,,
父亲  65年生  做公司车辆管理偶尔自己亲自上开小客车,https://tieba.baidu.com/p/6384493820,7,"
            12-11        ",,,,,,
网销保险这么便宜，是不是不能买？,https://tieba.baidu.com/p/5784518971,7,"
            12-12        ",,,,,,
有在长沙这边做保险的吗？,https://tieba.baidu.com/p/5897864900,21,"
            4-3        ",,,,,,
养老年金保险买如意人生怎么样啊？,https://tieba.baidu.com/p/6056385919,4,"
            3-8        ",,,,,,
买保险，缴费时间该怎么选？看完再也不会选错,https://tieba.baidu.com/p/5735627622,2,"
            6-8        ",,,,,,
人保70周年司庆理财产品《悦享生活》，3年/5年交费，第五年,https://tieba.baidu.com/p/6372000761,0,"
            12-3        ",,,,,,
华夏人寿怎么样？,https://tieba.baidu.com/p/6274271562,18,"
            12-12        ",,,,,,
想买重疾类保险 单身 月光族 37岁 女 有推荐的么？平安的,https://tieba.baidu.com/p/5399629163,83,"
            1-2        ",,,,,,
全球旅游保险首选品牌德国安联。东南亚地区旅行专属保险，直接,https://tieba.baidu.com/p/6366225855,0,"
            11-29        ",,,,,,
某某保险公司怎么样啊？某某产品怎么样啊？我想买，我该买哪个啊,https://tieba.baidu.com/p/6385852164,11,"
            12-11        ",,,,,,
重疾险理赔前需要做什么准备工作?1.如果已经患了重大疾病，确,https://tieba.baidu.com/p/6386672396,0,"
            12-11        ",,,,,,
给孩子买什么保险好？谁家的好？,https://tieba.baidu.com/p/6010091780,48,"
            12-11        ",,,,,,
即使满头白发步履蹒跚依然有说走就走的勇气用强制储蓄对抗人性的,https://tieba.baidu.com/p/6386462094,0,"
            12-11        ",,,,,,
少儿平安福2017升级后，值得买吗？有没有更好的产品？,https://tieba.baidu.com/p/5169585926,8,"
            7-18        ",,,,,,
1、“猝死”让人窒息的一个名词，都市生活节奏快，压力也越来越,https://tieba.baidu.com/p/6371809714,0,"
            12-3        ",,,,,,
武汉中国平安专业保险咨询销售,https://tieba.baidu.com/p/6007756145,0,"
            1-14        ",,,,,,
大家人寿“超惠保”终身重大疾病保险，性价比超高，保疾病170,https://tieba.baidu.com/p/6354439954,0,"
            11-23        ",,,,,,
好的财富规划，让你睡觉赚钱。,https://tieba.baidu.com/p/5997698022,0,"
            1-4        ",,,,,,
分享：连续出了5件#定期寿险# ，都是来自转介绍客户。希望身边的#,https://tieba.baidu.com/p/6113357857,0,"
            4-26        ",,,,,,
华夏人寿的少儿福全家享医保通，包括哪些家庭成员？,https://tieba.baidu.com/p/5744375018,3,"
            6-13        ",,,,,,
请教大家一个问题，有份保单，没钱交了，是退保好还是继续留着好,https://tieba.baidu.com/p/5996490077,27,"
            9-18        ",,,,,,
在9月到19期间，累计销售保障性保单2件，奖励旅游名额一个。,https://tieba.baidu.com/p/6245899465,0,"
            9-4        ",,,,,,
我建议您买医疗保险，不为别的，只希望住院时，不用花自己的钱,https://tieba.baidu.com/p/5857985903,0,"
            8-28        ",,,,,,
分享：需要咨询购买保险的可以找我，理财分红，健康疾病，车险，意外团,https://tieba.baidu.com/p/5691184679,0,"
            5-9        ",,,,,,
意外险和医疗险，是中老年人群必投的两款！意外险是一个几乎人生,https://tieba.baidu.com/p/6367563789,0,"
            11-30        ",,,,,,
想给爸妈买保险。有的联系我,https://tieba.baidu.com/p/5966753368,30,"
            12-6        ",,,,,,
微元素HI保平.台是单一的保险信息收集还是有专业分析啊？,https://tieba.baidu.com/p/6229601370,1,"
            8-18        ",,,,,,
每次事故来临，都会谈及保险话题，人们常问起的一句话就是“买保,https://tieba.baidu.com/p/5868724574,4,"
            9-11        ",,,,,,
永达理的发展前景如何？,https://tieba.baidu.com/p/6074756048,0,"
            3-21        ",,,,,,
分享：重庆的朋友可以加我，同业也可以。,https://tieba.baidu.com/p/5860434920,0,"
            8-29        ",,,,,,
微保管家服 务是指，如何才能享到这项服 务的呢？,https://tieba.baidu.com/p/6239641004,1,"
            8-29        ",,,,,,
现在有很多人都在为自己做保险，但不要盲目投保，在自己什么都不,https://tieba.baidu.com/p/5943799052,3,"
            11-12        ",,,,,,
重疾险的保费，是每一年都一样？还是会变？长期重疾险一般采用均,https://tieba.baidu.com/p/6373475958,0,"
            12-4        ",,,,,,
开工了,https://tieba.baidu.com/p/5859396903,0,"
            8-29        ",,,,,,
买保险也想秀把恩爱，小心死得快！,https://tieba.baidu.com/p/5769805053,0,"
            6-27        ",,,,,,
怎样给自己和家人买对保险？请记住这3点,https://tieba.baidu.com/p/5804604634,0,"
            7-21        ",,,,,,
有没有武汉的保险代理人，特别专业的，尤其是对条款，本人30岁,https://tieba.baidu.com/p/6344559365,2,"
            11-20        ",,,,,,
宝宝适合买什么保险,https://tieba.baidu.com/p/5842331216,67,"
            12-16        ",,,,,,
我想买一份教育险有什么比较好的，可以加我V,https://tieba.baidu.com/p/6075515410,25,"
            12-12        ",,,,,,
一张纸了解平安爱满分,https://tieba.baidu.com/p/6089248106,2,"
            4-7        ",,,,,,
医保社保大家都有，为什么还有那么多人要通过轻松筹，水滴筹，爱,https://tieba.baidu.com/p/6008248922,0,"
            1-15        ",,,,,,
想给自己买一份保险，有合适的推荐嘛？,https://tieba.baidu.com/p/6132730606,33,"
            12-12        ",,,,,,
好到变态的保险产品,https://tieba.baidu.com/p/5791438669,5,"
            8-23        ",,,,,,
解读什么是航班延误险,https://tieba.baidu.com/p/5082501750,3,"
            4-21        ",,,,,,
为什么有了社保（农合）还要买商业医疗险？这是一张住院交费单和,https://tieba.baidu.com/p/6348861525,0,"
            11-20        ",,,,,,
请大神看下这个单，咋天买的，想退,https://tieba.baidu.com/p/6363507565,11,"
            12-1        ",,,,,,
给孩子买保险的三大误区：1、先给孩子买，大人却裸奔 很多,https://tieba.baidu.com/p/6346246932,1,"
            11-18        ",,,,,,
微元素的保险服 务真的很精 准吗？,https://tieba.baidu.com/p/6229456919,1,"
            8-18        ",,,,,,
如果有一款可自由定制的医疗险，你愿意试试吗？,https://tieba.baidu.com/p/5915777560,4,"
            11-5        ",,,,,,
为什么要买境外旅游保险，有哪些种类？那个保险公司比较好？,https://tieba.baidu.com/p/6276180635,1,"
            9-27        ",,,,,,
意外险责任主要包括：意外身故、意外高残、意外医疗。只要符合合,https://tieba.baidu.com/p/6374997493,0,"
            12-4        ",,,,,,
大家好，我是理财保险规划师，欢迎大家前来咨询。,https://tieba.baidu.com/p/6139202763,0,"
            5-22        ",,,,,,
分享：保险公司的保费投向，如下图，受政策导向作用非常明显。1、诚然,https://tieba.baidu.com/p/5971043605,0,"
            12-6        ",,,,,,
勇敢面对新的一周感受不一样的体验早ﾉ☀安,https://tieba.baidu.com/p/6370117189,0,"
            12-2        ",,,,,,
我发表了一篇图片贴，大伙来看看吧~,https://tieba.baidu.com/p/6375687381,0,"
            12-5        ",,,,,,
公司得开单福利，四代米。,https://tieba.baidu.com/p/6008442298,0,"
            1-15        ",,,,,,
泰康人寿健康管理重疾险，医疗险，意外险孩子保险配置建议，家庭,https://tieba.baidu.com/p/6292553138,0,"
            10-11        ",,,,,,
免费保单融资,https://tieba.baidu.com/p/6332523509,1,"
            12-17        ",,,,,,
很多人认为保险都是骗人的，那是因为他们不了解保险，我想告诉大,https://tieba.baidu.com/p/5623060005,11,"
            6-7        ",,,,,,
保险销售培训课程哪里有呢？,https://tieba.baidu.com/p/6083522930,4,"
            12-10        ",,,,,,
您好，我是中国太平人寿一对一服务规划师李春雨，有什么保险方面,https://tieba.baidu.com/p/6385185298,0,"
            12-10        ",,,,,,
男 29 买个健康险，30万，,https://tieba.baidu.com/p/5109662128,135,"
            12-10        ",,,,,,
请保险业的大佬联系我，我的微信wudaiwei2007,https://tieba.baidu.com/p/6382378644,2,"
            12-10        ",,,,,,
准妈妈看过来双12 孕中险 有优惠,https://tieba.baidu.com/p/6383683378,1,"
            12-15        ",,,,,,
超实惠的重大疾病保险大家人寿超惠保超值人人值🉐 拥有保疾病1,https://tieba.baidu.com/p/6382667174,0,"
            12-9        ",,,,,,
家庭保险规划原则一：保障为主，理财重在稳健做好家庭财务规划，,https://tieba.baidu.com/p/6382545619,0,"
            12-9        ",,,,,,
如果真想通过保险来守护一家人的平安、健康和财富，商保还是一定,https://tieba.baidu.com/p/6381800240,2,"
            12-16        ",,,,,,
旅游保险有必要买吗？懂的人说一下，别推销,https://tieba.baidu.com/p/6368643991,13,"
            12-8        ",,,,,,
国内旅游保险如何挑选,https://tieba.baidu.com/p/6378118094,7,"
            12-16        ",,,,,,
建立一个信用卡交流群，有兴趣的吧友我们一起进群,https://tieba.baidu.com/p/5826397985,8,"
            12-8        ",,,,,,
秒9l,https://tieba.baidu.com/p/5720631297,76,"
            8-2        ",,,,,,
小雨伞超级玛丽2020重疾险怎么样？值得买吗？有没有买过的？,https://tieba.baidu.com/p/6310789908,4,"
            12-10        ",,,,,,
中国平安、平安福加百万任我行！家庭顶梁柱28-40岁的男人必,https://tieba.baidu.com/p/5984002582,2,"
            12-22        ",,,,,,
一张图介绍我的职业没错，我就是保险经纪人😎只选对的，不选贵的,https://tieba.baidu.com/p/6354248572,2,"
            12-8        ",,,,,,
为什么要买香港储蓄保险？,https://tieba.baidu.com/p/6298657705,3,"
            11-14        ",,,,,,
大萌萌为孩子带来一份最大的保障,https://tieba.baidu.com/p/6037154411,0,"
            2-15        ",,,,,,
大家早上好,https://tieba.baidu.com/p/5782406877,1,"
            7-5        ",,,,,,
现在保险越来越多的人在关注了 但是有几个人可以真正意义的买到,https://tieba.baidu.com/p/5911486285,2,"
            10-17        ",,,,,,
