用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）
舞动治疗王宇赤,"
                    今早起来，一看外面，潮湿、灰蒙蒙的一片，不知是雾、是霾、还是雾霾，像仙境。广州这种天气不好过，湿气太重，人不舒服，衣服也晒不干。不能出门的日子，褪去喧哗、热闹的外衣，清心寡欲了一段时间，发现一个人也挺好，人与人之间的关系，就像潮水褪去的沙滩，能留下啥一目了然。其实，能说心里话的一直就那么几个人，热闹时是，清净时也是。泛泛之交重要，但不止渴，你需要有价值的遇见。所有灿烂，都需要内在寂寞的空间才能偿还。人终究要活自己，面对自己，会改变对自己的态度，面对自己，会找到心中的光和爱。配图家窗外～ 收起全文d
                ",1, ,12,"
                        02月12日 13:29
                        ",HUAWEI P30 Pro,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1260316233/ItQzx5tlJ?refer_flag=1001030103_,-1,,,,
渣克克,"
                    北京这个雾霾真是让人不舒服我以前鼻子没这么敏感的，自从有一年长期雾霾加公司甲醛过量之后。。 ​                ",  , ,6,"
                        02月12日 11:20
                        ",iPhone 7,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/2629453802/ItPJjlrEV?refer_flag=1001030103_,1,自己,健康,健康保险,担忧
梅家妞儿,"
                    我这个破锣嗓子预告雾霾是真TM准啊？刚才反应过来为啥昨天嗓子不舒服，昨天那么大的雾霾咽炎加重了呗，哎 ​                ",  , , ,"
                        02月12日 08:52
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1897953477/ItOLf0wSF?refer_flag=1001030103_,1,自己,健康,健康保险,担忧
小canb,"
                    #宅在家里很焦虑怎么办#疫情期间，我就是典型一个人宅在家里很容易焦虑，每天一有点不舒服就怀疑自己是不是生病了。心理压力的确也很大。希望阳光快来，扫走这一片雾霾。 ​                ",  , , ,"
                        02月12日 04:10
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/1677336267/ItMUNBG3S?refer_flag=1001030103_,1,自己,健康,健康保险,担忧
东木清梅,"
                    久宅在家，今天算是第一天复工，今天的雾霾也额外严重，在当下的此时，放眼望去，空气混沌污浊，心里也蒙上一层厚厚的不舒服！在单位待了一上午，全程😷防护，有些憋闷，但坚持戴着，对人对己都是保护！只戴了一上午就觉得不舒服，想想那些戴着口罩、防护镜、穿着厚厚的防护服……战斗在第一线的那些人，那些照片那些报道，扪心自问，自己怎么都做不到这样的去奉献去付出，胆怯恐慌这一样，就不能胜任有风险有危险的职业！汗颜之余😓！感动！感激！感恩！惜福！再就是对工作和生活，尽职责多努力💪 收起全文d
                ",  , , ,"
                        02月10日 14:11
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/6606369136/ItxZxDLkI?refer_flag=1001030103_,-1,,,,
小布丁儿QQ,"
                    妹妹给寄了30个口罩，我在多点买了6个，我们之前可能是去医院看病时医生给开的，雾霾时别人给的，回家用完后还剩10个。因为我带口罩很不舒服，所以北京再严重的雾霾我也几乎没有带过。这些够冷建伟上班用一阵子了，我继续在家隔离14天，开工后单位会发。 ​                ",  , ,2,"
                        02月10日 01:27
                        ",iPhone 8,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/2199209493/ItsZCoshF?refer_flag=1001030103_,-1,,,,
liferambler,"
                    这段期间我一个口罩都没买过，路过药店看到过缺货的告示。我家里还有几个前两年就放抽屉里的N95，不喜欢用，戴着不舒服。我出门会戴冬天防风尘保暖的棉织口罩，比较舒服，还可以清洗后再用，还有花色图案，就是戴这种口罩一个下午在室外都会感觉到不舒服，时不时想透口气。如果不是因为雾霾空气污浊，我是不喜欢戴口罩的。 收起全文d
                ",  , ,1,"
                        02月09日 11:31
                        ",Android,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/2679168722/Itnw8uCG1?refer_flag=1001030103_,-1,,,,
黄琼香榭棠,"
                    早上好，今天拉开窗帘阳光就迫不及待扑了进来，尽管天不蓝，太阳的脸色是冬日常见的惨白，但阳光穿过玻璃投射在家具上地板上使得整个房间温暖明亮起来。不能外出，一会儿吃好早餐我带着宝宝去阳台阳光浴。长期不晒太阳体内阳气不足，容易忧郁，长期不见光的房间亦是如此，在其中待久了也令人不舒服。离春日只差褪去这层雾霾了，那会儿天蓝蓝，白云飘，鸟儿叫，草儿绿，世界多美好的。 收起全文d
                ",  , , ,"
                        02月09日 08:28
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/2370371324/ItmjOjXea?refer_flag=1001030103_,-1,,,,
男蓝自语,"
                    吃瓜群众看见有报道说肺炎患者咳嗽轻、没痰，不利于把病毒排出，就想到雾霾天气可令到人体喉咙不舒服咳嗽，是否可以给患者吸入轻微的干粉或有毒气体。干粉是希望加重咳嗽，而且干粉可能覆盖肺里带病毒的细胞，就像干粉灭火的原理杀死病毒。有毒气体就是直接杀死肺里的有病毒细胞。因为不是医务人员，所以上面是脑洞大开的想法。向一线医护人员致敬！武汉加油！中国加油！ 收起全文d
                ",  , , ,"
                        02月08日 16:57
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/2090265085/ItgdRuu2N?refer_flag=1001030103_,-1,,,,
Lauvo,"
                    最近研究各种物资的技术规格跟各路对接累的脾气都没了。突然想起来第一次的雾霾天，某人戴着口罩，穿着不舒服的皮鞋跟我在外面🚶🏻了好久。最后我说，你能摘下来让我看一下么？这都是好久以前的事了啊…… ​                ",  , , ,"
                        02月08日 04:12
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/3022324571/ItbdthzG7?refer_flag=1001030103_,-1,,,,
家有荷塘,"
                    一直一直不喜欢蒙蒙绵绵细雨的天气，雾霾雾霾的，欲断不断的飘着，湿潮湿润的感觉。真是超不舒服，像那标签贴想扒扒不干净，黏糊糊。但天要下雨，娘要嫁人，由不得选择。心态心情行动决定你的选择，想着琼瑶小说中浪漫，细雨中漫步，转角咖啡屋...美好 ​                ",  ,4,1,"
                        02月07日 12:45
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/5980270224/It59glXZh?refer_flag=1001030103_,-1,,,,
oliva喵姐姐,"
                    #口罩喷酒精可能将病毒留在口罩上#有没人和我一样闻刺激气味会突然胸口痒咳嗽，我从小就会有点，雾霾会严重些，支气管炎，小心些不会严重，最近因为我消毒擦了很多酒精，就很不舒服，气管变得很脆弱，连面膜都不能敷（以前不会咳），闻到面膜都咳嗽（1小时才好），刚在我在加湿器边上呆了一会又咳嗽 ​                ",  ,9,3,"
                        02月06日 16:55
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/6086363236/IsXm9uEbd?refer_flag=1001030103_,1,自己,健康,健康保险,担忧
巴迪和丁丁,"
                    早上雾霾很重，心情也如这天气一样。全国新增突破3000，好在我们省较昨日有所下降。不舒服，心理极度不舒服，难以言说的拥挤着一堆情绪排解不开。虽然来上班，但没人也联系不上人，空寂的办公室了无生机。非常时期没有让更多的员工来。不过这样也好，可以静下来。昨晚和儿子聊了两个多小时，沟通层次比较深，孩子敏锐的感知和观察及思考都让我吃惊和欣慰。在这个春节，应该感恩可以有更多时间陪伴家人，促进亲密关系，多聊些之前没有机会聊到的事情，也多了些理解。所以不是所有的都是坏事，明天来的也一定会有希望！（2月5日记）。 收起全文d
                ",  , , ,"
                        02月06日 11:35
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/6003894374/IsVgsgcWM?refer_flag=1001030103_,-1,,,,
小阿明啊m,"
                    #如果没有疫情你在干嘛#我可能经常在去找宝贝的路上，拍一些冬天的照片，然后带宝贝去吃火锅，吃章鱼小丸子，看电影，抓娃娃.....好多好多....可是现在这一切都没办法实现，40分钟的车程却成了最大的阻碍. 自己也因为焦虑身体越来越不舒服……我快疯了，快点结束这一切吧。雾霾再大，太阳也一直在。夏天去找宝贝的路好美. 2平度市 收起全文d
                ",  ,4,2,"
                        02月06日 07:59
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/6327011037/IsTQH3VKa?refer_flag=1001030103_,-1,,,,
实况神圣,"
                    #冠状病毒对紫外线和热敏感#其实我前段时间分析2003年如何结束，分析有的地方为何病历不多，加上我自己曾经哮喘生病经历，我就觉得，太阳，干燥很关键，同时我还觉得，青山绿水通风，氧气，负氧离子高很关键，我咽喉炎就是雾霾天嗓子不舒服，蓝天白云嗓子舒服，心情更加舒畅，更加阳光。 2成都·抚琴 收起全文d
                ",  ,2,5,"
                        02月05日 23:51
                        ",HUAWEI Mate30 Pro 5G,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/1687367547/IsQEovb1T?refer_flag=1001030103_,-1,,,,
萨博闭嘴,"
                    此时此刻太想感谢北京前两年的雾霾了，当时捏捏单位发了不少n95，因为戴着不舒服一直闲置本来打算扔的，再加上每年去日本都强迫症一样地买几包口罩，现在我俩和爸妈一起分居然也够了这都是雾霾的功劳 ​                ",  ,2,1,"
                        02月04日 13:22
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/1805255243/IsD6ChqKw?refer_flag=1001030103_,-1,,,,
王小厨娘Ariel,"
                    在家里口罩😷仅剩3个的时候因为要处理点公事要开电脑结果意外发现电脑包放了个被我折得皱皱巴巴的口罩 都是以前做实验用剩的 然后大仁哥下班回家拿了个包好的A4纸团 打开里面居然是同事分给他的😷足足有9个！后来我又在我的抽屉里翻到之前的雾霾口罩两包 这种类型的戴着很不舒服 耳朵很勒也容易产生水珠💦但在现在这个紧缺口罩淘宝买了无数个又发不了货的情况下有这个“储备量”还是很欣慰了😞🥺家里消毒酒精还剩几毫升容量 淘宝下单了4家依旧不发货啊不发货😩哎 收起全文d
                ",  ,2,1,"
                        02月03日 13:46
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/2044623107/IstQ6c3Vj?refer_flag=1001030103_,-1,,,,
猫修,"
                    #令颜值加分的口罩#有谁会想到今年口罩会成为这个春节里最最紧缺的东西，会成为送礼必备佳品呢？对于北方来说，到了冬天佩戴口罩，应该是蛮必备的而且必要的，因为北方有雾霾。但是戴口罩真的还蛮不舒服的，尤其是对于我这种戴眼镜的人来说，口罩及其不舒服。随着疫情的开始蔓延，我也乖乖的把口罩戴了起来。身边的人尤其爸爸妈妈这一辈的 ，或者老年人，你发现劝说他们戴口罩有些难，在跟他们反复去说疫情的严重和身体健康，他们也才会愿意去戴。 收起全文d
                ",102,100,98,"
                        02月02日 18:53
                        ",,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/6556047413/Ismqfywhl?refer_flag=1001030103_,-1,,,,
波波安兰,"
                    小时候看过一个虐猫视频从此就再也不会主动去点任何让我不舒服的东西很多新闻事件故事集锦的标题凝练无敌三言两句就交代的引人入胜，让人忍不住想戳一下但如果负面严重，看着就像一团雾霾还没点内容，先在评论区的声讨中徜徉一番便立马败下阵来，退出去当什么都没看见我承认，在信息获取方面传播学的议程设置理论还在脑子里转圈尽量让自己稳住，不被任何一种“输入”混淆视线所以沙雕搞笑是NO.1选择，爷心情也随之快乐这好像显得我很没责任感，居然不关心社会大事可是看一看就会有用吗？只会徒增很多无力感今天是20200202，这么2却难得的日子为什么要用来愤怒 遗憾 悲伤 叹惋身处的环境病了，我们更需要增强抵抗力适当屏蔽负面能量，放下才能让自己暂得轻松别被讨厌的东西牵着情绪走，更不要怕闭上眼睛睡一觉，世界还是真善美大过脏乱差「唯心主义的治病思维 收起全文d
                ",  , ,4,"
                        02月02日 08:53
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/1800302901/IsiuHCNg7?refer_flag=1001030103_,-1,,,,
