字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求（是=1，否=0）
出各类车欠 亻牛  洪 *-包避&雷 大#小 扫&尾 诚-信,https://tieba.baidu.com/p/6495760122,0,"
            2-17        ",,,,,,
帮我看看天安人寿保险 寿险 五年交 一年交两万 五年之后我能,https://tieba.baidu.com/p/6363292500,25,"
            2-17        ",,,,,,
新项目，每天发两个朋友圈，一条5块，满8提现，提现一天到，一,https://tieba.baidu.com/p/6495724355,0,"
            2-17        ",,,,,,
我家里给我办弄了一个平安金管家，一年6000保险金，有人知道,https://tieba.baidu.com/p/6147820618,22,"
            2-17        ",,,,,,
专业指导全额退保,https://tieba.baidu.com/p/6495685996,0,"
            2-17        ",,,,,,
吧友们，麻烦大了。我4w9，渝期了1个月，今天收到电话了，家,https://tieba.baidu.com/p/6475213585,3,"
            2-17        ",,,,,,
同方全球人寿的保单哪里可以做保单贷？,https://tieba.baidu.com/p/6494660393,9,"
            2-17        ",,,,,,
现在做保险都怎么加人的，求大神推荐好方法,https://tieba.baidu.com/p/6494242352,4,"
            2-17        ",,,,,,
问一下各位大佬，泰康智赢人生,https://tieba.baidu.com/p/6208973767,30,"
            2-16        ",,,,,,
免费参与领取各大影视APP会员以下方式2选1👇❶推荐：推荐三,https://tieba.baidu.com/p/6495515836,0,"
            2-16        ",,,,,,
目前存款十万左右，想买份分红险，请问一下买哪种好，,https://tieba.baidu.com/p/6479317561,46,"
            2-16        ",,,,,,
在家待着没事做。一起零撸吧,https://tieba.baidu.com/p/6495479847,1,"
            2-16        ",,,,,,
本人今天开始正式投诉平安保险，买了平安福和鑫祥一年6000多,https://tieba.baidu.com/p/6002206433,275,"
            2-11        ",,,,,,
复星联合乐享一生医疗保险5年保证续保5年共用免赔额投保年龄：,https://tieba.baidu.com/p/6495443011,0,"
            2-16        ",,,,,,
有想玩的可以点击图片扫二维码去浏览器下载，然后,https://tieba.baidu.com/p/6495472484,0,"
            2-16        ",,,,,,
京东安联住院宝保障计划2019涵盖意外身故及伤残、疾病住院医,https://tieba.baidu.com/p/6495463015,0,"
            2-16        ",,,,,,
平安保险，专业业务主任，从业11年，买保险认大公司，教你省一,https://tieba.baidu.com/p/6481202720,3,"
            2-16        ",,,,,,
意外险，医疗险，有强迫症的人可以买吗,https://tieba.baidu.com/p/6495357119,6,"
            2-16        ",,,,,,
中国平安电销财富鑫生年金到底收益多少，我每月交761，交10,https://tieba.baidu.com/p/6139142288,12,"
            2-16        ",,,,,,
专业投资机构为啥把风险边界设置在20%，你明白吗？普通散户投,https://tieba.baidu.com/p/6493902366,2,"
            2-16        ",,,,,,
举个栗子，50万保额的长城重疾险，一旦确诊新冠，普通型按50,https://tieba.baidu.com/p/6480210936,1,"
            2-16        ",,,,,,
关于平安福,https://tieba.baidu.com/p/4011815328,21,"
            2-16        ",,,,,,
身边有几个朋友都买了平安保险，说以防万一什么,https://tieba.baidu.com/p/6188735753,52,"
            2-16        ",,,,,,
想买个保险，不考虑香港和外国保险，求懂得人，坐标西安,https://tieba.baidu.com/p/6487347088,36,"
            2-16        ",,,,,,
#超惠保重大疾病保险#花一份保费，得两项责任（终身重疾+定期,https://tieba.baidu.com/p/6495367659,0,"
            2-16        ",,,,,,
康悦医疗可以单独购买吗？说说他的利弊,https://tieba.baidu.com/p/5668633832,21,"
            2-16        ",,,,,,
做保险的人都很优秀，凡是做得好的都是销售中的精英，在做保险的,https://tieba.baidu.com/p/6487472319,4,"
            2-16        ",,,,,,
都说平安福不好，我想知道不好在哪里，已经买了，早就过了犹豫期,https://tieba.baidu.com/p/6152709813,105,"
            2-16        ",,,,,,
接下来的日子，信用卡交易量会10倍增长！实体经济下滑不建议你,https://tieba.baidu.com/p/6495211242,0,"
            2-16        ",,,,,,
买了一份太平洋保险，总共10年，交了6年了，发现保的不全，想,https://tieba.baidu.com/p/6258440606,17,"
            9-30        ",,,,,,
中国平安人寿保险股份有限公司永城支公司,https://tieba.baidu.com/p/6495241614,0,"
            2-16        ",,,,,,
我可以帮你诊断全额退款。成功全额退保和解决理赔争议，2019,https://tieba.baidu.com/p/6434617618,13,"
            2-16        ",,,,,,
谢谢你带我捞回了失去的积蓄,https://tieba.baidu.com/p/6480580255,34,"
            2-16        ",,,,,,
生活中出行中的保障伞意外险，可以点下面链接了解下意外险相关知,https://tieba.baidu.com/p/6495182317,0,"
            2-16        ",,,,,,
好医保住院医疗保险就是个大骗子我4月16号住的院经25号出院,https://tieba.baidu.com/p/6112533002,78,"
            2-16        ",,,,,,
上海出现首家0利率银行？全球超过30个国家降息，周小川演讲释,https://tieba.baidu.com/p/6495028703,1,"
            2-16        ",,,,,,
保险有几个是不骗人的?,https://tieba.baidu.com/p/6237391234,796,"
            2-16        ",,,,,,
买平安福，何止是坑，更是一个悲伤的故事,https://tieba.baidu.com/p/5592731297,658,"
            2-16        ",,,,,,
一顿饭钱，买个安心！大童诚意定制1、保一年（市面很多新冠产品,https://tieba.baidu.com/p/6487976789,5,"
            2-16        ",,,,,,
我刚工作，两年也没攒下钱，老爹老妈都是农民，现在五十几，没得,https://tieba.baidu.com/p/6486568422,66,"
            2-16        ",,,,,,
我就想问一下各位懂保险的各位大神告诉我一下 我今年22岁 这,https://tieba.baidu.com/p/6486536696,48,"
            2-16        ",,,,,,
想了解本公司各方面的问题可以咨询我,https://tieba.baidu.com/p/6399329676,1,"
            2-16        ",,,,,,
买保险认识的销售大姐姐！正在聊天中。。。。。。,https://tieba.baidu.com/p/6486959264,60,"
            2-16        ",,,,,,
得过肺结核的人还可以买医疗保险吗？,https://tieba.baidu.com/p/6493734313,30,"
            2-16        ",,,,,,
泰康保险里的万能账户类型的养老保险值得买吗 15000元的,https://tieba.baidu.com/p/6026492575,20,"
            2-16        ",,,,,,
可以团购车险吗？团购车险有什么优惠？,https://tieba.baidu.com/p/6492418256,12,"
            2-16        ",,,,,,
通过大数据进行信息失联修复,https://tieba.baidu.com/p/6155134215,19,"
            2-16        ",,,,,,
健康是家庭坚实的后盾,https://tieba.baidu.com/p/6494848820,0,"
            2-16        ",,,,,,
想咨询保险的，加微信taomin1221进群，标明来意,https://tieba.baidu.com/p/6493598205,4,"
            2-16        ",,,,,,
别再赠热点了:蹭得很low，蹭得甚至让人厌恶[流汗]……部分,https://tieba.baidu.com/p/6494720279,4,"
            2-16        ",,,,,,
为毛我刷了半小时帖子，没有发现我中国人寿的,https://tieba.baidu.com/p/6493845437,1,"
            2-16        ",,,,,,
个人代写PPT ，代数据分析等。挣个零花钱，第一次做，有需要,https://tieba.baidu.com/p/6494773942,0,"
            2-16        ",,,,,,
资深规划师，有买了不懂的保险的可以发产品给我看看 ，告诉你每,https://tieba.baidu.com/p/6494771314,0,"
            2-16        ",,,,,,
惠享e生 众惠百万医疗最高600万保障，最高可续至100周岁,https://tieba.baidu.com/p/6494738061,0,"
            2-16        ",,,,,,
乐享e生无免赔医疗险国民医保无免赔版震撼上线，责任内1元钱也,https://tieba.baidu.com/p/6494732488,0,"
            2-16        ",,,,,,
经济寒冬让我助你一臂之力，防封电 销卡，可高频，一天300个,https://tieba.baidu.com/p/6494665086,0,"
            2-16        ",,,,,,
好医保长期医疗和住院医疗有什么区别？,https://tieba.baidu.com/p/6493001952,16,"
            2-15        ",,,,,,
一个人的保险该怎么买（科普贴）,https://tieba.baidu.com/p/6100863704,6,"
            2-16        ",,,,,,
小三阳能买的医疗险有哪些,https://tieba.baidu.com/p/5977428706,33,"
            12-14        ",,,,,,
嗨 最近在家是不是觉得无聊坏啦，不如找我躺在家也能赚钱，😉😉,https://tieba.baidu.com/p/6494657353,0,"
            2-16        ",,,,,,
给孩子卖保险要注意什么？,https://tieba.baidu.com/p/6488187960,0,"
            2-12        ",,,,,,
保险相关告知，轻松搞懂健康告知怎么答！,https://tieba.baidu.com/p/6305017196,0,"
            10-21        ",,,,,,
中国保险万事通认证通不过，是什么问题，有没有懂得的老哥，如图,https://tieba.baidu.com/p/6494390536,2,"
            2-16        ",,,,,,
保险怎么买？？学霸保险经纪人在线答疑--再也不会被坑,https://tieba.baidu.com/p/6175613436,146,"
            2-16        ",,,,,,
支付宝联合众安保险好医保坑害消费者。大家不要上当受骗。买的时,https://tieba.baidu.com/p/6155895342,366,"
            2-16        ",,,,,,
太平保险公司大骗子,https://tieba.baidu.com/p/5984760343,122,"
            2-16        ",,,,,,
我想问一下各位，大部分保险公司一年保险费用几乎都是五六千，但,https://tieba.baidu.com/p/6460689693,46,"
            2-16        ",,,,,,
中国政法大学篮球联赛，需要短期运动险赞助，有意合作可以留个联,https://tieba.baidu.com/p/6493054556,2,"
            2-16        ",,,,,,
谁帮我看看，这个保险不是可以直接停交吗，2月1号辞职的，今天,https://tieba.baidu.com/p/6493731214,2,"
            2-16        ",,,,,,
泓申外呼系统、一站式解决电话外呼受限、不办卡、不封号、不实名,https://tieba.baidu.com/p/6437524917,13,"
            2-16        ",,,,,,
泓申外呼系统、一站式解决电话外呼受限、不办卡、不封号、不实名,https://tieba.baidu.com/p/6438454113,18,"
            2-16        ",,,,,,
泓申外呼系统、一站式解决电话外呼受限、不办卡、不封号、不实名,https://tieba.baidu.com/p/6439901754,14,"
            2-16        ",,,,,,
平安保险处理理赔快不快啊,https://tieba.baidu.com/p/6189697177,29,"
            7-19        ",,,,,,
从传统公司出来做保险中介，欢迎各位交流,https://tieba.baidu.com/p/6297887145,10,"
            2-16        ",,,,,,
想给宝宝买份保险，大家帮忙看看，怎么修改？,https://tieba.baidu.com/p/6478965081,43,"
            2-16        ",,,,,,
百万医疗险！一个比口罩还管用的保险，最高可报销400万医疗费,https://tieba.baidu.com/p/6485086353,26,"
            2-16        ",,,,,,
买了人寿险两年以后，如果自己自杀了，是否有赔付？赔付金额是多,https://tieba.baidu.com/p/6485882805,25,"
            2-16        ",,,,,,
看到微宝搞活动，赶快给大家分享一波，免费领保险,https://tieba.baidu.com/p/6494307849,1,"
            2-16        ",,,,,,
大神请进:想给孩子买保险，这几天才接触，纯属小白，开帖询问，,https://tieba.baidu.com/p/6468078473,39,"
            2-16        ",,,,,,
共抗疫情 E路平安相伴，e路平安保险计划免费领取。,https://tieba.baidu.com/p/6476871972,5,"
            2-7        ",,,,,,
抗击疫情，没有这个怎么行？给自己加一份保障吧！,https://tieba.baidu.com/p/6493773106,1,"
            2-16        ",,,,,,
要在网上买百万医疗保险的一定要看看，怪不得老有人说保险是骗子,https://tieba.baidu.com/p/6000666035,79,"
            2-16        ",,,,,,
各位保险行业的朋友们，福利来啦！京东内部购物优惠群，99%商,https://tieba.baidu.com/p/6491886688,2,"
            2-16        ",,,,,,
大家有信用卡积分！找我兑换米吧，秒结的,https://tieba.baidu.com/p/6494186856,0,"
            2-16        ",,,,,,
光大永明人寿嘉多保重大疾病险保110种重疾+25种中症+40,https://tieba.baidu.com/p/6494175265,0,"
            2-16        ",,,,,,
低价转让一个高级理财规划师报考名额本人由于个人原因，低价转让,https://tieba.baidu.com/p/6494163033,0,"
            2-16        ",,,,,,
投资型保险能阶段性实现年复利4%~6%！你知道吗？https,https://tieba.baidu.com/p/6493500977,1,"
            2-16        ",,,,,,
【招聘】平安集团上海分公司综合业务拓展员,https://tieba.baidu.com/p/6493906344,0,"
            2-16        ",,,,,,
　　来自疫情中的深思,https://tieba.baidu.com/p/6493889658,0,"
            2-16        ",,,,,,
微信自动添加，选择地区好友添加需要的联系我,https://tieba.baidu.com/p/6491210233,1,"
            2-16        ",,,,,,
买的泰康全能保2017，现在查出来了肝硬化失偿期还没出现肝昏,https://tieba.baidu.com/p/6215310927,23,"
            2-16        ",,,,,,
你们离卡王有多少距离，敢不敢跟我一起定个小目标，办它一百张试,https://tieba.baidu.com/p/6493837276,0,"
            2-16        ",,,,,,
新平安福19II怎么样？新平安福19深度评析,https://tieba.baidu.com/p/6184901519,120,"
            8-22        ",,,,,,
想给3个月女婴买份保险，预算四千元左右每年。保终身的，含大病,https://tieba.baidu.com/p/6482322041,30,"
            2-16        ",,,,,,
平台就是这么好了！零基础带，专业团队运作！一部手机就可以！,https://tieba.baidu.com/p/6485858117,3,"
            2-16        ",,,,,,
