用户名,博文,预测是否担忧（1=担忧，0=不担忧）,是否担忧（1=担忧，0=不担忧）,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
意灼,无限王者团约约酱:今晚就要跨年了咋办呢？先迈左脚还是右脚啊？跨不过去会不会摔一跤？腿太长会不会跨到2021年啊好担心哦。​,0,0,  , ,7,"
                        2019年12月30日 16:41
                        ",无限王者团超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/5852762889/Inb1GD3wa?refer_flag=1001030103_
一患多年-ZH,#最受委屈的大学专业#就是我们了4号封楼，还有两门课设没完成，不合格不能走，明天开题答辩，真的担心回不了家了咋办​,0,0,  , , ,"
                        2019年12月30日 12:52
                        ",Mr.翰の杨Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/2692257387/In9wQaERv?refer_flag=1001030103_
焦糖般眼眸,1111555555551开始担心个唱咋办都是什么神仙手速​,0,0,  , , ,"
                        2019年12月30日 12:33
                        ",OPPO智能手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/6522744620/In9pbBkPp?refer_flag=1001030103_
霍山发布,【#安徽省天气预警#大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安L安徽消防的秒拍视频​,0,0,  , , ,"
                        2019年12月30日 10:25
                        ",专业版微博,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/3206488233/In8yZ6eTo?refer_flag=1001030103_
雨山发布,#气象科普#【大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安。马鞍山气象L雨山发布的微博视频​,0,0,  , , ,"
                        2019年12月30日 10:18
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/2872646954/In8wj1yqD?refer_flag=1001030103_
遇见字母W,博君一肖就是担心到时候网页卡死咋个办啊​,0,0,  ,1,1,"
                        2019年12月30日 10:17
                        ",博君一肖超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/5384320408/In8vZuOsR?refer_flag=1001030103_
马鞍山气象,#气象科普#【 大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安。L安徽消防的秒拍视频​,0,0,  , , ,"
                        2019年12月30日 09:51
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/2770099554/In8l3lNer?refer_flag=1001030103_
六安消防,#消防知识#【#合肥大雾#大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安L安徽消防的秒拍视频​​​​,0,0,  , , ,"
                        2019年12月30日 09:37
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/3331635614/In8fBBcx9?refer_flag=1001030103_
福建气象,#胖福科普时间#【大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安安徽消防http://t.cn/ELxcC0z​​​L安徽消防的秒拍视频​,0,0,3,1,2,"
                        2019年12月30日 09:28
                        ",胖胖胖福Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/2729096334/In8bW4G9K?refer_flag=1001030103_
江淮气象,#气象君的科普时间#【#合肥大雾#大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安安徽消防http://t.cn/ELxcC0z​,0,0,1, ,4,"
                        2019年12月30日 09:20
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/2240099322/In88MsfQ0?refer_flag=1001030103_
武汉消防,#消防知识小课堂#【大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安L武汉消防的微博视频​,0,0,3,5,7,"
                        2019年12月30日 09:18
                        ",消防知识小课堂超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/3217343880/In8803kIa?refer_flag=1001030103_
合肥消防,#消防知识##蓝朋友的警告#【大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安L安徽消防的秒拍视频L安徽消防的秒拍视频​,0,0,7,77,107,"
                        2019年12月30日 09:18
                        ",OnePlus 7T,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/3334017434/In87GeJEg?refer_flag=1001030103_
合肥政法,#消防知识#【#合肥大雾#大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安L安徽消防的秒拍视频​​​​,0,0,  , , ,"
                        2019年12月30日 09:17
                        ",HUAWEI P10,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/6437435453/In87zajXq?refer_flag=1001030103_
桂林消防119,消防知识在心中【#合肥大雾#大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安L安徽消防的秒拍视频​,0,0,3,1,1,"
                        2019年12月30日 09:16
                        ",HUAWEI Mate 10 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=3,https://weibo.com/3697594187/In87cmgzg?refer_flag=1001030103_
安徽消防,#消防知识#【#合肥大雾#大雾天、雾霾天行车注意安全！】“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，赶紧减速慢行保平安L安徽消防的秒拍视频​,0,0,28,24,33,"
                        2019年12月30日 09:15
                        ",消防知识超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/2524413584/In86Eo5u9?refer_flag=1001030103_
Joux,现在开始担心追完这部剧没得看了咋办！舍不得看惹​,0,0,  , , ,"
                        2019年12月30日 04:49
                        ",宇宙级小可爱,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/2932521305/In6mL41Ix?refer_flag=1001030103_
大葡萄籽儿i,谈恋爱一年了，没告诉家人亲戚，一直告诉他们我是单身现在外婆说为了我的终身大事瞌睡都睡不好，并为我安排了相亲，说希望一定要成功不要错过这个机会，对方是兵哥哥军人，我还是有点心动的现在我好纠结啊，我又希望相亲成功，又担心成功了现在的对象咋办​,0,0,  , , ,"
                        2019年12月30日 01:36
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/5613379751/In56nmhZY?refer_flag=1001030103_
猪猪美人的老公,妹宝妈的，睡不着觉，担心死了，我祥姐咋办呀​,1,0,  ,1, ,"
                        2019年12月30日 01:24
                        ",妹宝超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/7185358861/In51qDUvj?refer_flag=1001030103_
无所谓小朋友一个,QQ空间都是娃儿几岁或者刚刚生没好久要不然就刚结婚我这个单身狗还在担心过年咋办(・o・)我太难了​,0,0,  , , ,"
                        2019年12月30日 01:22
                        ",荣耀畅玩8A,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/5058597466/In50LBMgf?refer_flag=1001030103_
四月没有三十儿,茂茂说她今天参加了国考，我说你就打算留武汉啦？那我以后要是去了外地想你了咋办她说现在科技这么发达还担心这个​,0,0,  , , ,"
                        2019年12月29日 22:50
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/2177933722/In40LuVES?refer_flag=1001030103_
ORANGG4ever,焦虑症我咋办啊!!我又开始怀疑自己心脏病了…每时每刻都在担心自己是不是会突然倒下去这几天都是左边胸口后背不太舒服坐立难安的…更恐怖是胸口周围还会刺痛今天开车半路一直担心害怕然后就感觉有点犯惊恐了胸口一阵凉气散到前胸后背……唉…之前做心电图说心肌缺血然后做了彩超说没事.但我就是总觉得自己心脏有问题心电图总是有点心肌缺血真的好害怕啊!!而且之前一直右手右脚没劲发麻这两天左边也开始了之前担心自己渐冻症后来好一点了这两天左手左脚又不舒服又开始恐冻了每天无时无刻不在担心自己的身体根本没办法做别的事……好痛苦啊!!躯体化障碍为什么那么久都不好呢?!我真的好累啊…其实心里都没啥压力问题了现在单纯就是疑病症很严重让我每天都很焦虑收起全文d,0,1,  ,24, ,"
                        2019年12月29日 21:33
                        ",焦虑症超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/2898218387/In3vD3LyE?refer_flag=1001030103_
快快给我小鱼干,每次有人问路后我都担心他们找不到咋办，甚至想直接给他们带路，这是什么心态？？​,0,0,  ,2, ,"
                        2019年12月29日 17:43
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/5851296038/In20chILz?refer_flag=1001030103_
阿阿苏阿,#冬日必吃美食#在冷冷的冬天里来一杯暖呼呼的奶茶那简直不要太棒了，担心外面的奶茶不卫生又想喝奶茶咋办，赶紧转发码住，自制奶茶制作过程，安全卫生又好喝L中药师姐的微博视频​,0,0,2, ,6,"
                        2019年12月29日 16:37
                        ",荣耀20i,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/5992858400/In1zzjyr1?refer_flag=1001030103_
小以安安,产假还有不到两个月，现在最担心上班以后我儿子咋办​,0,0,  ,2, ,"
                        2019年12月29日 12:53
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/1616754903/In06I4Hbo?refer_flag=1001030103_
森晶靐_,一开始看舞台还担心，没提词器咋办，后来发现是我多虑了看看这巨大的提词器L森晶靐_的微博视频​,0,0,1,3,9,"
                        2019年12月29日 11:28
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/6154719131/ImZy8zyB8?refer_flag=1001030103_
brave1314,每次出行前总会有各种幺蛾子发生，走不走的成得靠运气。航班起飞三个小时前，我还在法院破旧的大楼里等传唤，为此还特地打了招呼先问我，结果还是等等等。出庭后正担心时间不够咋办，被告律师突然称司法鉴定人（我）只来一人不够，坚决不干建议休庭？！？。。。这算是惊喜吧，来自于法院的圣诞礼物！好吧，飞！收起全文d,0,0,  , , ,"
                        2019年12月29日 09:01
                        ",vivo S1照亮你的美,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/2698623190/ImYAjxHl3?refer_flag=1001030103_
满天都是小目标,这个小家伙真的太不经吓了给他拍个掌他吓一跳我打个喷嚏他吓一跳真担心过年他该咋办🧨​,0,0,  , , ,"
                        2019年12月29日 02:12
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/1569885380/ImVUjh2bw?refer_flag=1001030103_
甜饼机,自从我去看了2期动画先行上映我就一直很担心啊动画那个各种小细节和表情变化做得那么细致这可咋办啊某些前辈组合的一大堆小动作和表情特写（比如如图所示）一旦被做成动画不明路人岂不是要误会我们爱七是13L动画了……………不是的我们爱七不是13L动画只不过是里面有对比较过激的基佬而已收起全文d,0,0,  ,2,25,"
                        2019年12月28日 22:53
                        ",涉的咕咕iPhone X,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/6330953081/ImUBCkDP9?refer_flag=1001030103_
F______l,分析留题：为什么做完事总琢磨，觉得做的不够好。总在担心，总在想这事该咋办。这不是在总结。就是觉得心里亏得慌，这真费心今天送了两家，大活都完了。​,0,0,  , , ,"
                        2019年12月28日 22:15
                        ",HUAWEI Mate30 Pro 5G,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/1419932787/ImUmlxf9u?refer_flag=1001030103_
老虎金句,🐯:有一位同学考上了北大，说大学比高中还辛苦。我们有的同学就开始担心了，我考上北大咋办家？你放心，北大不要你​,0,0,  , ,3,"
                        2019年12月28日 21:06
                        ",vivo智能手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=4,https://weibo.com/7353219956/ImTU4oato?refer_flag=1001030103_
